,OP_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
6140,MQ,GSP,DFW,0.7142857142857143,-12.214285714285714,172.07142857142858,150.0,862.0
6141,MQ,GSP,MIA,8.8,5.52,121.68,99.72,637.0
6142,MQ,GSP,ORD,10.84435261707989,7.640387275242047,129.26417704011064,96.91147994467497,577.0
6143,MQ,GUC,DFW,68.5,65.0,117.5,84.0,678.0
6144,MQ,HOU,DFW,14.946808510638299,15.197860962566844,80.2620320855615,48.98930481283423,247.0
6145,MQ,HPN,ORD,6.323170731707317,4.4573170731707314,152.7012195121951,120.23170731707317,738.0
6146,MQ,HSV,DFW,33.142857142857146,21.571428571428573,121.42857142857143,96.0,603.0
6147,MQ,HSV,ORD,4.980314960629921,-3.7992125984251968,115.26377952755905,88.18503937007874,510.0
6148,MQ,HTS,CLT,15.222689075630251,11.117647058823529,80.82773109243698,48.01260504201681,235.0
6149,MQ,IAH,DFW,5.389221556886228,2.413173652694611,73.97604790419162,44.18562874251497,224.0
6150,MQ,IAH,ORD,11.504492939666239,3.4633204633204633,157.67438867438867,125.72844272844273,925.0
6151,MQ,ICT,DFW,4.63080684596577,0.014705882352941176,77.21078431372548,56.27450980392157,328.0
6152,MQ,ILM,DFW,-3.6666666666666665,-22.88888888888889,187.88888888888889,163.66666666666666,1106.0
6153,MQ,ILM,LGA,11.212121212121213,7.503052503052503,104.80341880341881,76.9084249084249,500.0
6154,MQ,ILM,ORD,15.068493150684931,0.7397260273972602,138.31506849315068,110.83561643835617,760.0
6155,MQ,IND,DFW,31.9375,21.8125,149.125,113.3125,761.0
6156,MQ,IND,JFK,10.956896551724139,7.0,124.9304347826087,102.20434782608696,665.0
6157,MQ,IND,LGA,18.82082324455206,16.408866995073893,126.4064039408867,97.51724137931035,660.0
6158,MQ,IND,MIA,7.29080118694362,7.3194029850746265,167.4597014925373,145.88059701492537,1020.0
6159,MQ,IND,ORD,8.031597425394969,3.8746338605741064,70.03163444639719,42.10837727006444,177.0
6160,MQ,JAN,DFW,10.235897435897435,9.461935483870969,100.50967741935484,72.73548387096774,408.0
6161,MQ,JAX,DFW,-2.8333333333333335,5.333333333333333,175.16666666666666,147.16666666666666,918.0
6162,MQ,JAX,MIA,5.95,5.177173913043478,78.79347826086956,59.58586956521739,335.0
6163,MQ,JAX,ORD,9.161248374512354,2.406290956749672,159.04980340760156,129.77195281782437,864.0
6164,MQ,JFK,BNA,12.234811165845649,7.117549668874172,154.0314569536424,118.70860927152317,765.0
6165,MQ,JFK,BOS,2.1052631578947367,-4.946745562130178,68.6508875739645,39.89940828402367,187.0
6166,MQ,JFK,BWI,11.135440180586908,6.029816513761468,77.63073394495413,39.96330275229358,184.0
6167,MQ,JFK,CLE,13.027450980392157,10.75098814229249,117.51646903820817,77.2463768115942,425.0
6168,MQ,JFK,CMH,12.805882352941177,7.649851632047477,118.94362017804154,80.40949554896143,483.0
6169,MQ,JFK,CVG,8.571014492753623,2.723529411764706,134.05588235294118,98.97058823529412,589.0
6170,MQ,JFK,IND,7.521929824561403,7.8628318584070795,143.8716814159292,105.5,665.0
6171,MQ,JFK,ORF,10.810344827586206,8.183982683982684,91.508658008658,54.43290043290043,290.0
6172,MQ,JFK,PHL,9.877227722772277,2.118236472945892,70.56513026052104,33.122244488977955,94.0
6173,MQ,JFK,PIT,14.749244712990937,9.455927051671733,106.3161094224924,67.67477203647417,340.0
6174,MQ,JFK,RDU,6.986371379897785,3.420240137221269,107.7409948542024,74.69811320754717,427.0
6175,MQ,JLN,DFW,8.373219373219372,8.290598290598291,86.31623931623932,58.91737891737892,327.0
6176,MQ,LAN,ORD,3.520423600605144,1.4513677811550152,71.85562310030394,40.02279635258358,179.0
6177,MQ,LAW,DFW,4.193168433451119,-0.7889150943396226,53.130896226415096,29.702830188679247,140.0
6178,MQ,LBB,DFW,4.484375,0.89453125,70.94140625,48.0,282.0
6179,MQ,LCH,DFW,8.094401756311745,6.75,81.39427312775331,54.42621145374449,295.0
6180,MQ,LEX,CLT,20.575,15.825,89.25,53.7,281.0
6181,MQ,LEX,DFW,4.096932515337423,-0.5997521685254027,144.76703841387857,118.53531598513011,785.0
6182,MQ,LEX,ORD,5.998838559814169,1.527906976744186,92.12906976744186,60.31511627906977,323.0
6183,MQ,LFT,DFW,6.2547846889952154,2.345410628019324,89.8768115942029,63.92391304347826,351.0
6184,MQ,LGA,BGR,3.6798029556650245,0.6336633663366337,83.82673267326733,57.742574257425744,378.0
6185,MQ,LGA,BNA,14.80921052631579,7.381188118811881,153.1023102310231,117.64686468646865,764.0
6186,MQ,LGA,CHO,8.584394904458598,2.510534846029173,86.94813614262561,55.39870340356564,305.0
6187,MQ,LGA,CLE,10.048484848484849,1.964322120285423,104.98470948012232,71.23649337410805,419.0
6188,MQ,LGA,CMH,15.169458128078817,9.719246031746032,116.02777777777777,80.91468253968254,479.0
6189,MQ,LGA,CVG,11.4765625,5.0,135.26898734177215,99.65822784810126,585.0
6190,MQ,LGA,DAY,2.4375,-4.317460317460317,124.96825396825396,93.71428571428571,549.0
6191,MQ,LGA,DTW,8.834325396825397,3.5175879396984926,121.37487437185929,85.36482412060302,502.0
6192,MQ,LGA,GSO,15.466285714285714,14.414269275028769,109.7433831990794,76.41542002301496,461.0
6193,MQ,LGA,ILM,11.463030303030303,7.88249694002448,108.95226438188494,78.60097919216646,500.0
6194,MQ,LGA,IND,6.463869463869464,1.2364066193853427,141.0756501182033,104.38770685579196,660.0
6195,MQ,LGA,MEM,20.92057761732852,17.697080291970803,182.08759124087592,148.46715328467153,963.0
6196,MQ,LGA,MYR,3.6666666666666665,2.5,114.9,85.63333333333334,563.0
6197,MQ,LGA,ORF,12.049234135667396,7.577728776185226,85.18632855567806,53.8864388092613,296.0
6198,MQ,LGA,PHL,16.84790874524715,10.273764258555133,71.06844106463879,35.01140684410647,96.0
